,ID,Churn,Sexo,Sênior,Parceiro,Dependentes,MesesDeContrato,Telefone,VáriasLinhas,SegurançaOnline,ServiçoInternet,BackupOnline,ProteçãoDispositivo,SuporteTécnico,StreamingTV,StreamingFilmes,Contato,FaturamentoSemPapel,GastoDiario,FormaDePagamento,EncargosMensal,EncargosTotal
6900,9507-HSMMZ,No,Masculino,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.67,Cheque enviado,20.0,1149.65
6901,9508-ILZDG,No,Feminino,1,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Mês a mês,Yes,3.21,Cheque eletrônico,96.35,3190.25
6902,9509-MPYOD,No,Feminino,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.69,Cheque enviado,20.75,700.45
6903,9512-PHSMG,No,Feminino,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.68,Cheque enviado,20.55,252.75
6904,9512-UIBFX,Yes,Masculino,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Mês a mês,No,3.17,Cheque enviado,95.15,1779.95
6905,9513-DXHDA,No,Masculino,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Um Ano,No,2.72,Cheque eletrônico,81.7,2212.55
6906,9514-JDSKI,Yes,Masculino,1,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,Yes,No,Mês a mês,No,1.34,Cheque eletrônico,40.2,40.2
6907,9518-IMLHK,No,Masculino,0,No,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Mês a mês,Yes,2.42,Bank transfer (automatic),72.45,2156.25
6908,9518-RWHZL,Yes,Feminino,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Um Ano,Yes,3.34,Credit card (automatic),100.05,6254.2
6909,9518-XXBXE,No,Masculino,1,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mês a mês,No,2.51,Cheque eletrônico,75.3,720.45
6910,9522-BNTHX,No,Feminino,1,No,No,34,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,1.88,Cheque eletrônico,56.25,1765.95
6911,9522-ZSINC,No,Masculino,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,Yes,0.66,Cheque eletrônico,19.95,253.8
6912,9524-EGPJC,Yes,Feminino,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Mês a mês,Yes,3.0,Cheque eletrônico,90.1,1612.75
6914,9526-BIHHD,Yes,Masculino,0,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Mês a mês,No,0.99,Cheque enviado,29.7,29.7
6915,9526-JAWYF,Yes,Masculino,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Mês a mês,No,2.99,Cheque eletrônico,89.8,2335.3
6917,9529-OFXHY,No,Masculino,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Mês a mês,Yes,2.92,Bank transfer (automatic),87.75,1242.2
6918,9530-EHPOH,Yes,Masculino,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Mês a mês,No,1.79,Cheque eletrônico,53.75,608.0
6919,9530-GRMJG,No,Masculino,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,2.8,Cheque eletrônico,84.1,5979.7
6920,9531-NSBMR,No,Feminino,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,Yes,0.64,Bank transfer (automatic),19.25,679.8
6921,9534-NSXEM,No,Masculino,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,Yes,0.69,Credit card (automatic),20.65,595.5
6922,9537-JALFH,No,Masculino,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.66,Bank transfer (automatic),19.9,1356.7
6923,9537-VHDTA,No,Feminino,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Mês a mês,No,1.71,Cheque enviado,51.2,51.2
6924,9540-JYROE,Yes,Masculino,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.34,Cheque enviado,70.1,551.35
6925,9541-PWTWO,No,Feminino,0,No,No,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Dois Anos,Yes,2.7,Bank transfer (automatic),80.95,4233.95
6926,9541-ZPSEA,No,Masculino,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Dois Anos,No,2.68,Credit card (automatic),80.35,5375.15
6927,9544-PYPSJ,No,Feminino,1,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Mês a mês,Yes,3.2,Credit card (automatic),96.1,6019.35
6928,9546-CQJSU,Yes,Feminino,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Mês a mês,Yes,3.05,Cheque eletrônico,91.4,193.6
6929,9546-KDTRB,No,Feminino,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.82,Bank transfer (automatic),24.7,465.85
6930,9547-ITEFG,No,Masculino,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,3.42,Credit card (automatic),102.6,897.75
6931,9548-LERKT,No,Masculino,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.66,Cheque enviado,19.75,483.15
6932,9548-LIGTA,No,Masculino,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Dois Anos,Yes,2.7,Cheque enviado,81.05,4747.65
6933,9548-ZMVTX,No,Masculino,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Dois Anos,No,3.02,Bank transfer (automatic),90.45,6565.85
6934,9552-TGUZV,No,Masculino,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mês a mês,Yes,2.5,Cheque enviado,75.0,658.1
6935,9553-DLCLU,No,Feminino,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,No,2.97,Credit card (automatic),88.95,1161.75
6936,9554-DFKIC,No,Masculino,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,1.82,Bank transfer (automatic),54.45,1588.7
6937,9555-SAHUZ,No,Feminino,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Mês a mês,No,1.82,Cheque eletrônico,54.5,2076.05
6938,9558-IHEZX,No,Feminino,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Dois Anos,Yes,3.56,Credit card (automatic),106.75,7283.25
6939,9560-ARGQJ,Yes,Feminino,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Mês a mês,Yes,2.7,Cheque eletrônico,81.0,1312.15
6940,9560-BBZXK,No,Feminino,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Dois Anos,No,1.03,Bank transfer (automatic),31.05,1126.35
6941,9564-KCLHR,Yes,Masculino,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Mês a mês,No,1.71,Cheque enviado,51.25,51.25
6942,9565-AXSMR,No,Masculino,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.64,Cheque enviado,19.2,1054.75
6943,9565-DJPIB,Yes,Feminino,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Mês a mês,No,2.99,Cheque enviado,89.6,365.65
6944,9565-FLVCG,No,Masculino,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Dois Anos,Yes,2.32,Cheque enviado,69.55,4459.15
6945,9565-JSNFM,Yes,Masculino,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Um Ano,Yes,2.35,Bank transfer (automatic),70.45,2597.6
6946,9570-KYEUA,No,Masculino,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Dois Anos,No,3.31,Credit card (automatic),99.25,6549.45
6947,9571-EDEBV,No,Masculino,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Um Ano,Yes,3.29,Credit card (automatic),98.65,6962.85
6948,9572-MTILT,Yes,Masculino,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Mês a mês,Yes,3.56,Cheque eletrônico,106.75,6252.9
6949,9572-WUKSB,No,Masculino,0,Yes,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Mês a mês,Yes,1.0,Cheque eletrônico,29.9,92.25
6950,9574-BOSMD,No,Masculino,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.85,Bank transfer (automatic),25.4,1620.2
6951,9574-RKJIF,Yes,Masculino,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Mês a mês,Yes,3.15,Cheque eletrônico,94.4,2838.7
6952,9575-IWCAZ,No,Masculino,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.84,Cheque enviado,25.1,171.0
6953,9576-ANLXO,Yes,Feminino,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.32,Bank transfer (automatic),69.55,222.3
6954,9576-SYUHJ,No,Masculino,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Mês a mês,Yes,3.04,Cheque eletrônico,91.15,3369.25
6955,9577-WJVCQ,No,Feminino,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Mês a mês,No,1.82,Cheque enviado,54.45,3687.75
6956,9578-FOMUK,No,Masculino,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.83,Cheque eletrônico,24.8,324.15
6957,9578-VRMNM,Yes,Feminino,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Mês a mês,Yes,2.17,Credit card (automatic),65.2,1043.35
6958,9581-GVBXT,No,Masculino,0,Yes,Yes,59,No,No phone service,DSL,Yes,No,Yes,No,No,No,Um Ano,No,1.16,Cheque enviado,34.8,1980.3
6959,9584-EXCDZ,No,Feminino,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,No,2.35,Bank transfer (automatic),70.5,1165.6
6960,9585-KKMFD,No,Masculino,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.67,Cheque enviado,20.0,879.8
6961,9586-JGQKH,No,Feminino,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Dois Anos,Yes,3.51,Bank transfer (automatic),105.4,6794.75
6962,9588-OZDMQ,No,Feminino,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,1.5,Cheque eletrônico,45.0,89.75
6963,9588-YRFHY,No,Masculino,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.66,Credit card (automatic),19.9,1022.6
6964,9589-ABEPT,No,Masculino,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Dois Anos,Yes,3.08,Cheque enviado,92.45,6460.55
6965,9591-YVTEB,No,Masculino,1,No,No,55,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Mês a mês,Yes,1.5,Cheque eletrônico,44.85,2479.05
6966,9592-ERDKV,No,Masculino,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Um Ano,No,2.64,Cheque enviado,79.25,2911.8
6967,9593-CVZKR,No,Feminino,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.82,Cheque enviado,24.45,1385.85
6968,9600-NAXZN,Yes,Masculino,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mês a mês,Yes,3.38,Cheque eletrônico,101.4,4528.0
6969,9600-UDOPK,Yes,Masculino,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mês a mês,Yes,3.14,Credit card (automatic),94.05,2866.45
6970,9601-BRXPO,Yes,Feminino,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Mês a mês,Yes,3.5,Bank transfer (automatic),104.95,2566.5
6971,9602-WCXPI,No,Masculino,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.67,Credit card (automatic),20.15,989.05
6972,9603-OAIHC,No,Masculino,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.34,Cheque eletrônico,70.05,70.05
6973,9605-WGJVW,No,Feminino,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.34,Cheque eletrônico,70.2,70.2
6974,9606-PBKBQ,Yes,Masculino,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mês a mês,Yes,2.83,Cheque eletrônico,85.0,2642.05
6975,9609-BENEA,No,Masculino,0,Yes,No,35,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Um Ano,Yes,2.3,Cheque eletrônico,69.0,2441.7
6976,9610-WCESF,No,Masculino,0,No,No,67,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Dois Anos,No,1.46,Cheque eletrônico,43.9,3097.2
6977,9611-CTWIH,Yes,Feminino,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mês a mês,Yes,2.98,Cheque eletrônico,89.45,240.45
6978,9614-RMGHA,Yes,Masculino,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Mês a mês,Yes,3.06,Bank transfer (automatic),91.85,5940.85
6979,9617-INGJY,No,Masculino,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.35,Cheque enviado,70.6,70.6
6981,9617-UDPEU,No,Feminino,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,Yes,0.64,Cheque enviado,19.25,412.55
6982,9618-LFJRU,No,Feminino,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.68,Credit card (automatic),20.45,82.85
6983,9619-GSATL,No,Feminino,0,No,No,43,Yes,No,DSL,No,Yes,No,Yes,No,No,Um Ano,No,1.85,Cheque eletrônico,55.45,2444.25
6984,9620-ENEJV,No,Feminino,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,No,2.35,Credit card (automatic),70.55,433.95
6985,9620-QJREV,No,Masculino,0,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.68,Credit card (automatic),20.55,1013.05
6986,9621-OUPYD,No,Feminino,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,Yes,0.67,Bank transfer (automatic),20.2,507.9
6987,9624-EGDEQ,No,Feminino,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.66,Cheque enviado,19.8,813.3
6988,9625-QNLUX,No,Masculino,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Dois Anos,Yes,3.44,Credit card (automatic),103.25,7074.4
6989,9625-QSTYE,Yes,Feminino,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Mês a mês,Yes,2.7,Cheque eletrônico,81.15,952.3
6990,9625-RZFUK,No,Masculino,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.66,Cheque enviado,19.7,1275.85
6991,9626-VFRGG,No,Feminino,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Mês a mês,Yes,2.95,Bank transfer (automatic),88.5,3645.05
6992,9626-WEQRM,No,Feminino,0,No,No,4,No,No phone service,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,0.97,Cheque enviado,29.15,110.05
6993,9629-NHXFW,No,Feminino,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.65,Cheque enviado,19.4,19.4
6994,9631-RXVJM,No,Masculino,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.64,Cheque enviado,19.25,677.9
6995,9631-XEYKE,No,Masculino,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Mês a mês,No,1.68,Bank transfer (automatic),50.4,137.25
6996,9633-DENPU,No,Feminino,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Mês a mês,Yes,1.95,Bank transfer (automatic),58.6,2723.4
6997,9633-XQABV,No,Feminino,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.34,Cheque eletrônico,70.25,229.7
6998,9637-CDTKZ,No,Masculino,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,3.8,Credit card (automatic),114.1,8086.4
6999,9637-EIHEQ,Yes,Feminino,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Mês a mês,Yes,1.69,Cheque eletrônico,50.8,50.8
7000,9638-JIQYA,No,Masculino,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Mês a mês,Yes,0.83,Credit card (automatic),24.9,49.7
7001,9639-BUJXT,No,Masculino,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.68,Cheque enviado,20.5,1328.15
7003,9640-ZSLDC,No,Feminino,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,Um Ano,No,2.02,Credit card (automatic),60.6,3297.0
7004,9643-AVVWI,No,Feminino,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Mês a mês,Yes,2.67,Cheque eletrônico,80.0,241.3
7005,9643-YBLUR,No,Masculino,0,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Mês a mês,Yes,2.3,Credit card (automatic),69.05,653.95
7006,9644-KVCNC,No,Feminino,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Um Ano,Yes,3.07,Bank transfer (automatic),92.15,6056.9
7007,9644-UMGQA,No,Masculino,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,1.64,Cheque eletrônico,49.15,295.65
7008,9646-NMHXE,No,Masculino,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.65,Cheque enviado,19.65,973.1
7010,9647-ERGBE,Yes,Feminino,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,3.34,Cheque eletrônico,100.05,3046.15
7011,9648-BCHKM,No,Feminino,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.82,Credit card (automatic),24.65,471.35
7012,9650-VBUOG,No,Masculino,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.84,Credit card (automatic),25.05,963.95
7013,9651-GTSAQ,Yes,Feminino,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Um Ano,Yes,3.54,Bank transfer (automatic),106.1,5769.75
7014,9658-WYUFB,Yes,Feminino,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Mês a mês,Yes,3.15,Cheque eletrônico,94.4,1617.5
7015,9659-QEQSY,No,Feminino,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Mês a mês,Yes,3.86,Cheque eletrônico,115.65,5125.5
7017,9659-ZTWSM,No,Masculino,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Um Ano,Yes,3.58,Bank transfer (automatic),107.35,7051.95
7018,9661-ACXBS,Yes,Feminino,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Mês a mês,Yes,3.51,Cheque eletrônico,105.2,4400.75
7019,9661-JALZV,No,Feminino,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.82,Credit card (automatic),24.7,1519.0
7020,9661-MHUMO,Yes,Masculino,1,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Mês a mês,Yes,1.64,Credit card (automatic),49.25,49.25
7021,9667-EQRXU,Yes,Feminino,1,No,No,30,No,No phone service,DSL,No,No,Yes,No,Yes,No,Mês a mês,Yes,1.34,Cheque eletrônico,40.3,1172.95
7022,9667-TKTVZ,No,Feminino,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Mês a mês,Yes,1.81,Cheque enviado,54.35,117.05
7023,9668-PUGNU,No,Masculino,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.82,Cheque eletrônico,24.5,1816.2
7024,9670-BPNXF,No,Feminino,0,No,No,45,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Um Ano,Yes,2.08,Credit card (automatic),62.55,2796.45
7025,9674-EHPPG,No,Masculino,0,Yes,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Dois Anos,No,1.35,Credit card (automatic),40.4,1842.7
7026,9675-ICXCT,No,Masculino,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Dois Anos,Yes,2.69,Cheque eletrônico,80.8,5728.55
7027,9677-AVKED,No,Feminino,0,No,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Um Ano,Yes,2.82,Cheque eletrônico,84.6,4449.75
7028,9680-NIAUV,No,Feminino,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Dois Anos,No,3.66,Credit card (automatic),109.7,8129.3
7029,9681-KYGYB,No,Masculino,1,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Mês a mês,Yes,2.94,Cheque eletrônico,88.2,4159.45
7030,9681-OXGVC,Yes,Feminino,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,3.35,Cheque eletrônico,100.5,514.0
7032,9685-WKZGT,Yes,Masculino,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.5,Cheque eletrônico,74.95,1036.75
7033,9688-YGXVR,No,Feminino,0,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Mês a mês,Yes,2.94,Credit card (automatic),88.15,3973.2
7034,9689-PTNPG,Yes,Masculino,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Mês a mês,Yes,2.68,Cheque eletrônico,80.25,144.55
7035,9691-HKOVS,No,Feminino,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Um Ano,Yes,3.01,Cheque eletrônico,90.15,4916.95
7036,9692-TUSXH,Yes,Feminino,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Mês a mês,Yes,3.2,Cheque eletrônico,96.05,1740.7
7037,9693-XMUOB,No,Masculino,1,Yes,No,59,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Mês a mês,Yes,1.68,Cheque eletrônico,50.25,2997.45
7038,9695-IDRZR,No,Feminino,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,3.87,Credit card (automatic),116.15,3946.9
7039,9696-RMYBA,No,Masculino,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Mês a mês,Yes,2.67,Cheque enviado,80.1,398.55
7040,9699-UBQFS,No,Feminino,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Mês a mês,Yes,3.15,Cheque eletrônico,94.5,4156.8
7041,9700-ISPUP,No,Feminino,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Mês a mês,Yes,2.18,Cheque eletrônico,65.5,616.9
7042,9700-ZCLOT,No,Masculino,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.67,Cheque enviado,20.0,32.7
7043,9701-CDXHR,No,Feminino,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,No,2.31,Cheque enviado,69.15,3649.6
7044,9702-AIUJO,No,Masculino,0,Yes,Yes,50,Yes,No,DSL,No,No,No,No,No,No,Um Ano,Yes,1.49,Bank transfer (automatic),44.8,2230.85
7045,9705-IOVQQ,No,Masculino,1,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Um Ano,No,3.3,Cheque eletrônico,99.0,5969.3
7046,9705-ZJBCG,No,Feminino,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,No,Um Ano,No,1.8,Bank transfer (automatic),54.15,701.05
7047,9708-HPXWZ,No,Masculino,1,No,No,5,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Mês a mês,No,1.51,Credit card (automatic),45.4,214.75
7048,9708-KFDBY,No,Masculino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.68,Credit card (automatic),20.55,20.55
7050,9710-NJERN,No,Feminino,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.67,Cheque enviado,20.15,826.0
7051,9710-ZUSHQ,Yes,Feminino,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Mês a mês,Yes,3.56,Bank transfer (automatic),106.75,4056.75
7052,9711-FJTBX,No,Masculino,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Um Ano,Yes,2.86,Cheque enviado,85.85,4793.8
7053,9714-EDSUC,No,Masculino,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Mês a mês,Yes,3.16,Cheque enviado,94.9,360.55
7054,9715-SBVSU,No,Masculino,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Dois Anos,Yes,2.05,Bank transfer (automatic),61.4,815.55
7055,9715-WZCLW,No,Masculino,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Dois Anos,Yes,3.24,Cheque eletrônico,97.2,6910.3
